
54; 0.92; 30.57; 1014.43; -2053.77; No
54; 0.91; 30.58; 1014.43; -2053.79; No
54; 0.92; 30.57; 1014.44; -2053.88; No
54; 0.91; 30.51; 1014.34; -2053.02; No
54; 0.92; 30.57; 1014.43; -2053.78; No
55; 0.92; 30.57; 1014.45; -2053.93; No
55; 0.92; 30.57; 1014.45; -2053.93; No
55; 0.92; 30.30; 1014.03; -2050.29; No
55; 0.91; 30.57; 1014.42; -2053.73; No
55; 0.91; 30.58; 1014.43; -2053.75; No
55; 0.91; 30.57; 1014.42; -2053.72; No
55; 0.92; 30.45; 1014.26; -2052.30; No
55; 0.92; 30.58; 1014.42; -2053.70; No
55; 0.92; 30.58; 1014.45; -2053.99; No
55; 0.92; 30.57; 1014.43; -2053.79; No
56; 0.92; 30.58; 1014.45; -2053.95; No
56; 0.92; 30.58; 1014.44; -2053.84; No
56; 0.91; 30.58; 1014.45; -2053.97; No
56; 0.92; 30.58; 1014.44; -2053.91; No
56; 0.92; 30.58; 1014.43; -2053.82; No
56; 0.91; 30.58; 1014.43; -2053.75; No
56; 0.92; 30.58; 1014.44; -2053.84; No
56; 0.92; 30.58; 1014.45; -2053.90; No
56; 0.91; 30.59; 1014.47; -2054.09; No
56; 0.92; 30.58; 1014.46; -2054.05; No
57; 0.92; 30.58; 1014.46; -2054.01; No
57; 0.92; 30.59; 1014.45; -2053.73; No
57; 0.92; 30.58; 1014.44; -2053.86; No
57; 0.91; 30.43; 1014.25; -2052.20; No
57; 0.92; 30.58; 1014.45; -2053.97; No
57; 0.92; 30.58; 1014.44; -2053.87; No
57; 0.93; 30.59; 1014.46; -2054.08; No
57; 0.91; 30.39; 1014.19; -2051.68; No
57; 0.91; 30.58; 1014.46; -2054.04; No
57; 0.91; 30.58; 1014.44; -2053.90; No
58; 0.91; 30.58; 1014.43; -2053.75; No
58; 0.91; 30.42; 1014.20; -2051.81; No
58; 0.91; 30.59; 1014.45; -2053.94; No
58; 0.92; 30.60; 1014.44; -2053.90; No
58; 0.91; 30.59; 1014.46; -2054.03; No
58; 0.92; 30.59; 1014.46; -2054.04; No
58; 0.92; 30.59; 1014.45; -2053.99; No
58; 0.91; 30.59; 1014.44; -2053.88; No
58; 0.91; 30.59; 1014.46; -2054.01; No
58; 0.92; 30.59; 1014.47; -2054.13; No
59; 0.91; 30.59; 1014.45; -2053.92; No
59; 0.92; 30.58; 1014.43; -2053.79; No
59; 0.91; 30.60; 1014.45; -2053.97; No
59; 0.92; 30.59; 1014.46; -2054.08; No
59; 0.92; 30.59; 1014.44; -2053.88; No
59; 0.92; 30.59; 1014.43; -2053.78; No
59; 0.91; 30.59; 1014.47; -2054.07; No
59; 0.91; 30.59; 1014.46; -2054.05; No
59; 0.92; 30.41; 1014.19; -2051.74; No
59; 0.92; 30.59; 1014.45; -2053.95; No
60; 0.91; 30.59; 1014.43; -2053.82; No
60; 0.92; 30.59; 1014.44; -2053.88; No
60; 0.91; 30.41; 1014.17; -2051.50; No
60; 0.92; 30.59; 1014.44; -2053.86; No
60; 0.91; 30.59; 1014.43; -2053.77; No
60; 0.91; 30.60; 1014.45; -2053.98; No
60; 0.91; 30.57; 1014.42; -2053.66; No
60; 0.91; 30.60; 1014.47; -2054.11; No
60; 0.92; 30.59; 1014.45; -2053.95; No
60; 0.91; 30.59; 1014.47; -2054.13; No
61; 0.92; 30.60; 1014.46; -2054.09; No
61; 0.92; 30.60; 1014.49; -2054.35; No
61; 0.92; 30.59; 1014.45; -2053.95; No
61; 0.91; 30.60; 1014.45; -2053.94; No
61; 0.91; 30.60; 1014.47; -2054.11; No
61; 0.92; 30.60; 1014.46; -2054.08; No
61; 0.91; 30.61; 1014.46; -2054.06; No
61; 0.92; 30.60; 1014.47; -2054.01; No
61; 0.92; 30.62; 1014.48; -2054.22; No
61; 0.92; 30.60; 1014.46; -2054.09; No
61; 0.91; 30.60; 1014.44; -2053.88; No
62; 0.91; 30.60; 1014.44; -2053.94; No
62; 0.92; 30.60; 1014.47; -2054.16; No
62; 0.91; 30.53; 1014.34; -2053.04; No
62; 0.92; 30.60; 1014.45; -2053.97; No
62; 0.92; 30.60; 1014.43; -2053.79; No
62; 0.91; 30.60; 1014.44; -2053.86; No
62; 0.91; 30.36; 1014.06; -2050.53; No
62; 0.92; 30.60; 1014.43; -2053.77; No
62; 0.91; 30.60; 1014.45; -2053.96; No
62; 0.91; 30.60; 1014.43; -2053.75; No
63; 0.92; 30.53; 1014.35; -2053.09; No
63; 0.92; 30.61; 1014.46; -2054.09; No
63; 0.92; 30.61; 1014.44; -2053.85; No
63; 0.92; 30.61; 1014.48; -2054.25; No
63; 0.92; 30.60; 1014.44; -2053.90; No
63; 0.92; 30.61; 1014.47; -2054.10; No
63; 0.92; 30.61; 1014.47; -2054.10; No
63; 0.92; 30.61; 1014.48; -2054.22; No
63; 0.92; 30.61; 1014.46; -2054.07; No
63; 0.91; 30.60; 1014.43; -2053.81; No
64; 0.91; 30.60; 1014.43; -2053.79; No
64; 0.91; 30.60; 1014.42; -2053.74; No
64; 0.92; 30.61; 1014.45; -2053.98; No
64; 0.91; 30.61; 1014.45; -2053.94; No
64; 0.92; 30.61; 1014.44; -2053.91; No
64; 0.93; 30.60; 1014.43; -2053.76; No
64; 0.92; 30.61; 1014.44; -2053.88; No
64; 0.92; 30.61; 1014.43; -2053.79; No
64; 0.91; 30.61; 1014.43; -2053.81; No
64; 0.92; 30.60; 1014.43; -2053.75; No
65; 0.91; 30.61; 1014.43; -2053.82; No
65; 0.91; 30.56; 1014.40; -2053.51; No
65; 0.92; 30.61; 1014.47; -2054.14; No
65; 0.91; 30.61; 1014.45; -2053.93; No
65; 0.91; 30.61; 1014.46; -2054.06; No
65; 0.92; 30.60; 1014.44; -2053.86; No
65; 0.92; 30.61; 1014.43; -2053.79; No
65; 0.92; 30.60; 1014.42; -2053.74; No
65; 0.92; 30.61; 1014.46; -2054.03; No
65; 0.92; 30.61; 1014.45; -2053.95; No
66; 0.92; 30.61; 1014.45; -2053.97; No
66; 0.91; 30.60; 1014.43; -2053.75; No
66; 0.91; 30.61; 1014.45; -2053.95; No
66; 0.92; 30.62; 1014.47; -2054.10; No
66; 0.91; 30.61; 1014.45; -2054.00; No
66; 0.91; 30.60; 1014.44; -2053.84; No
66; 0.92; 30.61; 1014.43; -2054.07; No
66; 0.92; 30.61; 1014.45; -2054.00; No
66; 0.91; 30.61; 1014.45; -2054.00; No
66; 0.93; 30.61; 1014.47; -2054.15; No
67; 0.92; 30.62; 1014.46; -2054.16; No
67; 0.91; 30.62; 1014.47; -2054.10; No
67; 0.92; 30.49; 1014.28; -2052.45; No
67; 0.92; 30.61; 1014.45; -2053.98; No
67; 0.91; 30.61; 1014.45; -2053.97; No
67; 0.91; 30.61; 1014.44; -2053.90; No
67; 0.91; 30.40; 1014.16; -2051.45; No
67; 0.91; 30.61; 1014.45; -2054.00; No
67; 0.92; 30.61; 1014.43; -2053.76; No
67; 0.92; 30.61; 1014.46; -2054.02; No
68; 0.91; 30.46; 1014.25; -2052.20; No
68; 0.91; 30.61; 1014.45; -2053.97; No
68; 0.92; 30.61; 1014.45; -2053.95; No
68; 0.93; 30.61; 1014.43; -2053.79; No
68; 0.91; 30.61; 1014.43; -2053.83; No
68; 0.92; 30.61; 1014.46; -2054.04; No
68; 0.92; 30.61; 1014.46; -2054.03; No
68; 0.92; 30.61; 1014.44; -2053.87; No
68; 0.91; 30.61; 1014.46; -2054.03; No
68; 0.91; 30.61; 1014.45; -2053.95; No
69; 0.91; 30.61; 1014.46; -2054.02; No
69; 0.91; 30.61; 1014.46; -2054.06; No
69; 0.91; 30.61; 1014.47; -2054.17; No
69; 0.92; 30.62; 1014.51; -2054.45; No
69; 0.92; 30.61; 1014.47; -2054.13; No
69; 0.92; 30.61; 1014.48; -2054.28; No
69; 0.92; 30.61; 1014.47; -2054.15; No
69; 0.92; 30.56; 1014.41; -2053.62; No
69; 0.92; 30.60; 1014.48; -2054.24; No
69; 0.92; 30.62; 1014.49; -2054.23; No
70; 0.92; 30.61; 1014.44; -2053.86; No
70; 0.91; 30.40; 1014.16; -2051.45; No
70; 0.91; 30.61; 1014.47; -2054.14; No
70; 0.92; 30.62; 1014.46; -2054.06; No
70; 0.91; 30.61; 1014.46; -2054.01; No
70; 0.92; 30.50; 1014.30; -2052.68; No
70; 0.92; 30.61; 1014.46; -2054.03; No
70; 0.91; 30.61; 1014.45; -2054.00; No
70; 0.92; 30.61; 1014.44; -2053.88; No
70; 0.92; 30.62; 1014.47; -2054.10; No
71; 0.93; 30.62; 1014.46; -2054.07; No
71; 0.91; 30.61; 1014.42; -2053.74; No
71; 0.92; 30.61; 1014.46; -2054.06; No
71; 0.91; 30.62; 1014.46; -2054.06; No
71; 0.92; 30.62; 1014.48; -2054.20; No
71; 0.91; 30.62; 1014.47; -2054.16; No
71; 0.91; 30.61; 1014.45; -2054.00; No
71; 0.92; 30.61; 1014.44; -2053.87; No
71; 0.92; 30.61; 1014.46; -2054.05; No
71; 0.91; 30.62; 1014.45; -2053.93; No
71; 0.92; 30.60; 1014.44; -2054.19; No
72; 0.92; 30.62; 1014.47; -2054.17; No
72; 0.92; 30.60; 1014.43; -2053.75; No
72; 0.91; 30.62; 1014.43; -2053.82; No
72; 0.92; 30.62; 1014.44; -2053.85; No
72; 0.91; 30.62; 1014.46; -2054.09; No
72; 0.92; 30.40; 1014.13; -2051.21; No
72; 0.91; 30.62; 1014.44; -2053.91; No
72; 0.92; 30.63; 1014.49; -2054.28; No
72; 0.92; 30.63; 1014.46; -2054.02; No
72; 0.92; 30.47; 1014.25; -2052.23; No
73; 0.92; 30.62; 1014.47; -2054.16; No
73; 0.91; 30.63; 1014.44; -2053.91; No
